A;MES; REGIONES ;ACCIMORTALES;ACCITRABAJO;INCIPELIGROSOS;ENFEROCUPACIONALES;TOTALNOTIFICACIONES
2022;MAYO;CALLAO;1;271;1;0;273
2022;MAYO;CUSCO;0;9;2;0;11
2022;MAYO;HUANCAVELICA;0;5;0;0;5
2022;MAYO;HUANUCO;0;0;0;0;0
2022;MAYO;ICA;1;19;3;0;23
2022;MAYO;JUNIN;1;2;0;0;3
2022;MAYO;LA LIBERTAD;1;28;2;0;31
2022;MAYO;LAMBAYEQUE;0;0;0;0;0
2022;MAYO;LIMA METROPOLITANA;4;2,345;17;4;2370
2022;MAYO;LIMA;1;11;1;0;13
2022;MAYO;LORETO;1;0;0;0;1
2022;MAYO;MADRE DE DIOS;0;0;0;0;0
2022;MAYO;MOQUEGUA;0;3;0;0;3
2022;MAYO;PASCO;0;10;0;0;10
2022;MAYO;PIURA;0;31;0;0;31
2022;MAYO;PUNO;0;4;0;0;4
2022;MAYO;SAN MARTIN;1;0;0;0;1
2022;MAYO;TACNA;0;9;3;0;12
2022;MAYO;TUMBES;0;1;0;0;1
2022;MAYO;UCAYALI;0;0;2;0;2
2022;JUNIO;AMAZONAS;0;0;0;0;0
2022;JUNIO;ANCASH;0;1;3;0;4
2022;JUNIO;APURIMAC;1;3;2;0;6
2022;JUNIO;AREQUIPA;1;79;4;0;84
2022;JUNIO;AYACUCHO;1;2;0;0;3
2022;JUNIO;CAJAMARCA;6;17;0;0;23
2022;JUNIO;CALLAO;1;99;0;0;100
2022;JUNIO;CUSCO;0;13;4;0;17
2022;JUNIO;HUANCAVELICA;0;3;1;0;4
2022;JUNIO;HUANUCO;0;1;3;0;4
2022;JUNIO;ICA;3;33;2;1;39
2022;JUNIO;JUNIN;0;13;4;0;17
2022;JUNIO;LA LIBERTAD;1;8;1;0;10
2022;JUNIO;LAMBAYEQUE;0;33;0;0;33
2022;JUNIO;LIMA;50;1,011;24;22;1107
2022;JUNIO;LORETO;1;0;0;0;1
2022;JUNIO;MADRE DE DIOS;0;0;0;0;0
2022;JUNIO;MOQUEGUA;0;45;0;0;45
2022;JUNIO;PASCO;0;14;2;0;16
2022;JUNIO;PIURA;2;24;1;0;27
2022;JUNIO;PUNO;0;0;0;0;0
2022;JUNIO;SAN MARTIN;1;0;1;0;2
2022;JUNIO;TACNA;0;16;3;0;19
2022;JUNIO;TUMBES;0;0;0;0;0
2022;JUNIO;UCAYALI;0;0;0;0;0
2022;JULIO;AMAZONAS;0;1;0;0;1
2022;JULIO;ANCASH;0;2;3;0;5
2022;JULIO;APURIMAC;0;0;0;0;0
2022;JULIO;AREQUIPA;29;170;2;1;202
2022;JULIO;AYACUCHO;0;3;0;0;3
2022;JULIO;CAJAMARCA;0;14;0;0;14
2022;JULIO;CALLAO;4;153;2;0;159
2022;JULIO;CUSCO;1;14;3;0;18
2022;JULIO;HUANCAVELICA;0;9;0;0;9
2022;JULIO;HUANUCO;0;1;1;0;2
2022;JULIO;ICA;1;49;0;0;50
2022;JULIO;JUNIN;0;6;1;0;7
2022;JULIO;LA LIBERTAD;1;13;2;0;16
2022;JULIO;LAMBAYEQUE;0;1;0;0;1
2022;JULIO;LIMA;19;1,706;18;26;1769
2022;JULIO;LORETO;0;1;0;0;1
2022;JULIO;MADRE DE DIOS;0;0;0;0;0
2022;JULIO;MOQUEGUA;0;47;0;20;67
2022;JULIO;PASCO;0;8;0;0;8
2022;JULIO;PIURA;1;13;1;1;16
2022;JULIO;PUNO;0;1;0;0;1
2022;JULIO;SAN MARTIN;0;1;1;0;2
2022;JULIO;TACNA;0;29;2;0;31
2022;JULIO;TUMBES;0;0;0;0;0
2022;JULIO;UCAYALI;0;1;0;0;1
2022;AGOSTO;AMAZONAS;0;0;0;0;0
2022;AGOSTO;ANCASH;2;83;10;0;95
2022;AGOSTO;APURIMAC;1;1;0;0;2
2022;AGOSTO;AREQUIPA;1;242;3;0;246
2022;AGOSTO;AYACUCHO;1;3;1;0;5
2022;AGOSTO;CAJAMARCA;0;19;0;0;19
2022;AGOSTO;CALLAO;0;335;2;0;337
2022;AGOSTO;CUSCO;3;21;8;0;32
2022;AGOSTO;HUANCAVELICA;0;16;0;0;16
2022;AGOSTO;HUANUCO;0;0;4;0;4
2022;AGOSTO;ICA;2;13;0;0;15
2022;AGOSTO;JUNIN;0;34;2;0;36
2022;AGOSTO;LA LIBERTAD;4;23;6;0;33
2022;AGOSTO;LAMBAYEQUE;1;1;0;0;2
2022;AGOSTO;LIMA;20;1,854;22;4;1900
2022;AGOSTO;MADRE DE DIOS;0;0;0;0;0
2022;AGOSTO;MOQUEGUA;0;6;0;14;20
2022;AGOSTO;PASCO;0;68;0;0;68
2022;AGOSTO;PIURA;0;29;1;0;30
2022;AGOSTO;PUNO;2;0;1;0;3
2022;AGOSTO;SAN MARTIN;1;3;0;0;4
2022;AGOSTO;TACNA;1;24;2;0;27
2022;AGOSTO;TUMBES;0;0;0;0;0
2022;AGOSTO;UCAYALI;0;0;0;0;0
2022;SETIEMBRE;AMAZONAS;0;1;0;0;1
2022;SETIEMBRE;ANCASH;1;14;5;0;20
2022;SETIEMBRE;APURIMAC;0;2;0;0;2
2022;SETIEMBRE;AREQUIPA;20;231;3;0;254
2022;SETIEMBRE;AYACUCHO;1;5;0;0;6
2022;SETIEMBRE;CAJAMARCA;0;16;0;0;16
2022;SETIEMBRE;CALLAO;5;294;6;0;305
2022;SETIEMBRE;CUSCO;1;58;27;0;86
2022;SETIEMBRE;HUANCAVELICA;0;12;0;0;12
2022;SETIEMBRE;HUANUCO;1;2;0;0;3
2022;SETIEMBRE;ICA;1;36;2;0;39
2022;SETIEMBRE;JUNIN;1;27;0;0;28
2022;SETIEMBRE;LA LIBERTAD;1;16;5;0;22
2022;SETIEMBRE;LAMBAYEQUE;1;2;1;0;4
2022;SETIEMBRE;LIMA;38;2,739;19;2;2798
2022;SETIEMBRE;MADRE DE DIOS;0;0;0;0;0
2022;SETIEMBRE;MOQUEGUA;0;87;1;15;103
2022;SETIEMBRE;PASCO;0;8;0;0;8
2022;SETIEMBRE;PIURA;1;23;1;0;25
2022;SETIEMBRE;PUNO;1;0;2;0;3
2022;SETIEMBRE;SAN MARTIN;0;0;0;0;0
2022;SETIEMBRE;TACNA;0;16;6;0;22
2022;SETIEMBRE;TUMBES;0;5;0;0;5
2022;SETIEMBRE;UCAYALI;0;0;0;0;0
2022;OCTUBRE;AMAZONAS;0;1;0;0;1
2022;OCTUBRE;ANCASH;2;26;0;0;28
2022;OCTUBRE;APURIMAC;1;11;0;0;12
2022;OCTUBRE;AREQUIPA;15;234;3;1;253
2022;OCTUBRE;AYACUCHO;0;5;0;0;5
2022;OCTUBRE;CAJAMARCA;0;9;0;0;9
2022;OCTUBRE;CALLAO;3;281;2;0;286
2022;OCTUBRE;CUSCO;0;29;18;0;47
2022;OCTUBRE;HUANCAVELICA;0;5;0;0;5
2022;OCTUBRE;HUANUCO;0;3;0;0;3
2022;OCTUBRE;ICA;0;12;0;0;12
2022;OCTUBRE;JUNIN;0;6;0;0;6
2022;OCTUBRE;LA LIBERTAD;4;32;2;0;38
2022;OCTUBRE;LAMBAYEQUE;2;11;0;0;13
2022;OCTUBRE;LIMA;13;2,264;19;2;2298
2022;OCTUBRE;LORETO;0;1;0;0;1
2022;OCTUBRE;MADRE DE DIOS;2;0;0;0;2
2022;OCTUBRE;MOQUEGUA;0;24;0;32;56
2022;OCTUBRE;PASCO;0;66;0;0;66
2022;OCTUBRE;PIURA;1;58;0;0;59
2022;OCTUBRE;PUNO;0;2;1;0;3
2022;OCTUBRE;SAN MARTIN;0;0;0;0;0
2022;OCTUBRE;TACNA;0;17;0;0;17
2022;OCTUBRE;TUMBES;0;6;0;0;6
2022;OCTUBRE;UCAYALI;0;0;1;0;1
2022;NOVIEMBRE;LIMA;5;2,097;29;15;2146
2022;NOVIEMBRE;AREQUIPA;15;283;5;0;303
2022;NOVIEMBRE;ANCASH;1;165;0;0;166
2022;NOVIEMBRE;CALLAO;3;154;2;0;159
2022;NOVIEMBRE;LAMBAYEQUE;1;119;0;0;120
2022;NOVIEMBRE;LA LIBERTAD;1;59;2;0;62
2022;NOVIEMBRE;ICA;0;34;0;0;34
2022;NOVIEMBRE;CUSCO;1;29;9;0;39
2022;NOVIEMBRE;TACNA;0;24;4;0;28
2022;NOVIEMBRE;JUNIN;3;19;0;0;22
2022;NOVIEMBRE;HUANUCO;0;17;1;0;18
2022;NOVIEMBRE;CAJAMARCA;0;15;0;0;15
2022;NOVIEMBRE;PASCO;1;15;0;0;16
2022;NOVIEMBRE;PIURA;0;11;1;0;12
2022;NOVIEMBRE;HUANCAVELICA;0;7;0;0;7
2022;NOVIEMBRE;MOQUEGUA;0;7;0;238;245
2022;NOVIEMBRE;AYACUCHO;0;4;0;0;4
2022;NOVIEMBRE;PUNO;1;2;1;0;4
2022;NOVIEMBRE;SAN MARTIN;0;2;0;0;2
2022;NOVIEMBRE;APURIMAC;1;1;0;0;2
2022;NOVIEMBRE;UCAYALI;0;1;0;0;1
2022;NOVIEMBRE;AMAZONAS;0;0;0;0;0
2022;NOVIEMBRE;LORETO;0;0;0;0;0
2022;NOVIEMBRE;MADRE DE DIOS;0;0;0;0;0
2022;NOVIEMBRE;TUMBES;0;0;0;0;0
2022;DICIEMBRE;LIMA;5;1,621;13;1;1640
2022;DICIEMBRE;AREQUIPA;0;250;2;0;252
2022;DICIEMBRE;CALLAO;0;177;1;0;178
2022;DICIEMBRE;ANCASH;1;91;6;0;98
2022;DICIEMBRE;LAMBAYEQUE;2;47;0;0;49
2022;DICIEMBRE;MOQUEGUA;1;44;0;0;45
2022;DICIEMBRE;PASCO;0;34;2;0;36
2022;DICIEMBRE;ICA;1;24;1;0;26
2022;DICIEMBRE;JUNIN;2;20;0;0;22
2022;DICIEMBRE;CUSCO;2;14;3;0;19
2022;DICIEMBRE;LA LIBERTAD;4;14;5;0;23
2022;DICIEMBRE;CAJAMARCA;0;9;0;0;9
2022;DICIEMBRE;HUANCAVELICA;0;8;0;0;8
2022;DICIEMBRE;TACNA;1;8;0;0;9
2022;DICIEMBRE;PIURA;2;7;3;0;12
2022;DICIEMBRE;APURIMAC;0;4;1;0;5
2022;DICIEMBRE;HUANUCO;1;4;1;0;6
2022;DICIEMBRE;AYACUCHO;1;2;0;0;3
2022;DICIEMBRE;TUMBES;1;2;2;0;5
2022;DICIEMBRE;PUNO;0;1;0;0;1
2022;DICIEMBRE;MADRE DE DIOS;0;0;2;0;2
2022;DICIEMBRE;SAN MARTIN;0;0;2;0;2
2022;DICIEMBRE;AMAZONAS;1;1;0;0;2
2022;DICIEMBRE;UCAYALI;0;1;0;0;1
2023;ENERO;AMAZONAS;0;0;0;0;0
2023;ENERO;ANCASH;0;112;4;0;116
2023;ENERO;APURIMAC;0;1;0;0;1
2023;ENERO;AREQUIPA;0;297;1;0;298
2023;ENERO;AYACUCHO;0;4;0;0;4
2023;ENERO;CAJAMARCA;3;18;0;0;21
2023;ENERO;CALLAO;1;246;1;0;248
2023;ENERO;CUSCO;1;18;0;0;19
2023;ENERO;HUANCAVELICA;0;4;0;0;4
2023;ENERO;HUANUCO;0;4;0;0;4
2023;ENERO;ICA;0;22;3;0;25
2023;ENERO;JUNIN;0;14;0;0;14
2023;ENERO;LA LIBERTAD;1;22;2;0;25
2023;ENERO;LAMBAYEQUE;1;46;1;0;48
2023;ENERO;LIMA;25;2,351;16;8;2400
2023;ENERO;LORETO;0;1;2;0;3
2023;ENERO;MADRE DE DIOS;0;0;0;0;0
2023;ENERO;MOQUEGUA;1;6;0;1;8
2023;ENERO;PASCO;0;29;1;0;30
2023;ENERO;PIURA;0;121;0;0;121
2023;ENERO;PUNO;1;1;0;0;2
2023;ENERO;SAN MARTIN;1;0;0;0;1
2023;ENERO;TACNA;0;9;0;0;9
2023;ENERO;TUMBES;0;4;0;0;4
2023;ENERO;UCAYALI;0;1;0;0;1
2023;FEBRERO;AMAZONAS;0;1;0;0;1
2023;FEBRERO;ANCASH;4;114;7;0;125
2023;FEBRERO;APURIMAC;0;0;0;0;0
2023;FEBRERO;AREQUIPA;0;222;1;1;224
2023;FEBRERO;AYACUCHO;1;1;0;0;2
2023;FEBRERO;CAJAMARCA;0;10;1;0;11
2023;FEBRERO;CALLAO;1;222;6;0;229
2023;FEBRERO;CUSCO;0;9;2;1;12
2023;FEBRERO;HUANCAVELICA;0;4;0;0;4
2023;FEBRERO;HUANUCO;1;48;1;0;50
2023;FEBRERO;ICA;0;14;3;0;17
2023;FEBRERO;JUNIN;0;12;0;0;12
2023;FEBRERO;LA LIBERTAD;2;38;4;0;44
2023;FEBRERO;LAMBAYEQUE;2;36;0;0;38
2023;FEBRERO;LIMA;11;2,006;19;3;2039
2023;FEBRERO;LORETO;0;2;1;0;3
2023;FEBRERO;MADRE DE DIOS;0;1;1;0;2
2023;FEBRERO;MOQUEGUA;0;36;1;2;39
2023;FEBRERO;PASCO;0;21;2;0;23
2023;FEBRERO;PIURA;1;130;1;0;132
2023;FEBRERO;PUNO;0;7;0;0;7
2023;FEBRERO;SAN MARTIN;1;5;1;0;7
2023;FEBRERO;TACNA;0;13;0;0;13
2023;FEBRERO;TUMBES;1;10;0;0;11
2023;FEBRERO;UCAYALI;0;1;0;0;1
2023;MARZO;ANCASH;3;134;4;0;141
2023;MARZO;APURIMAC;0;3;0;0;3
2023;MARZO;AREQUIPA;2;210;2;0;214
2023;MARZO;AYACUCHO;0;2;1;0;3
2023;MARZO;CAJAMARCA;0;95;0;0;95
2023;MARZO;CALLAO;2;288;5;0;295
2023;MARZO;CUSCO;2;14;3;0;19
2023;MARZO;HUANCAVELICA;1;3;;0;4
2023;MARZO;HUANUCO;0;25;1;0;26
2023;MARZO;ICA;0;16;0;0;16
2023;MARZO;JUNIN;0;14;2;0;16
2023;MARZO;LA LIBERTAD;3;7;11;0;21
2023;MARZO;LAMBAYEQUE;0;12;2;0;14
2023;MARZO;LIMA;19;2,031;9;17;2076
2023;MARZO;LORETO;0;17;1;0;18
2023;MARZO;MOQUEGUA;0;26;2;2;30
2023;MARZO;PASCO;0;13;1;0;14
2023;MARZO;PIURA;0;41;2;0;43
2023;MARZO;PUNO;0;1;0;0;1
2023;MARZO;SAN MARTIN;0;1;0;0;1
2023;MARZO;TACNA;0;10;1;0;11
2023;MARZO;TUMBES;0;4;0;0;4
2023;ABRIL;ANCASH;1;59;2;0;62
2023;ABRIL;APURIMAC;0;10;0;0;10
2023;ABRIL;AREQUIPA;1;180;4;0;185
2023;ABRIL;AYACUCHO;0;4;1;0;5
2023;ABRIL;CAJAMARCA;0;14;0;0;14
2023;ABRIL;CALLAO;2;164;3;0;169
2023;ABRIL;CUSCO;2;18;2;0;22
2023;ABRIL;HUANCAVELICA;0;9;0;0;9
2023;ABRIL;HUANUCO;1;0;1;0;2
2023;ABRIL;ICA;0;13;1;0;14
2023;ABRIL;JUNIN;0;20;0;0;20
2023;ABRIL;LA LIBERTAD;5;12;1;0;18
2023;ABRIL;LAMBAYEQUE;3;22;0;0;25
2023;ABRIL;LIMA;15;1,751;13;1;1780
2023;ABRIL;LORETO;1;9;1;0;11
2023;ABRIL;MOQUEGUA;1;6;0;0;7
2023;ABRIL;PASCO;0;32;0;0;32
2023;ABRIL;PIURA;0;43;0;1;44
2023;ABRIL;PUNO;0;0;1;0;1
2023;ABRIL;TACNA;0;20;0;0;20
2023;ABRIL;TUMBES;0;3;0;0;3
2023;ABRIL;UCAYALI;2;1;0;0;3
2023;MAYO;AMAZONAS;2;0;0;0;2
2023;MAYO;ANCASH;0;106;1;0;107
2023;MAYO;APURIMAC;0;1;0;0;1
2023;MAYO;AREQUIPA;28;168;1;1;198
2023;MAYO;AYACUCHO;0;5;0;0;5
2023;MAYO;CAJAMARCA;0;6;0;0;6
2023;MAYO;CALLAO;0;171;3;0;174
2023;MAYO;CUSCO;0;26;2;0;28
2023;MAYO;HUANCAVELICA;0;9;0;0;9
2023;MAYO;HUANUCO;1;6;3;0;10
2023;MAYO;ICA;0;14;1;0;15
2023;MAYO;JUNIN;0;33;2;0;35
2023;MAYO;LA LIBERTAD;1;20;4;0;25
2023;MAYO;LAMBAYEQUE;0;1;0;0;1
2023;MAYO;LIMA;7;1,726;20;9;1762
2023;MAYO;LORETO;0;9;3;0;12
2023;MAYO;MADRE DE DIOS;0;0;1;0;1
2023;MAYO;MOQUEGUA;0;65;0;0;65
2023;MAYO;PASCO;0;23;1;0;24
2023;MAYO;PIURA;1;23;0;0;24
2023;MAYO;PUNO;0;4;0;0;4
2023;MAYO;TACNA;0;16;1;0;17
2023;MAYO;TUMBES;1;3;0;0;4
2023;JUNIO;AMAZONAS;0;1;0;0;1
2023;JUNIO;ANCASH;3;72;6;0;81
2023;JUNIO;APURIMAC;0;2;0;0;2
2023;JUNIO;AREQUIPA;2;121;2;0;125
2023;JUNIO;AYACUCHO;1;3;0;0;4
2023;JUNIO;CAJAMARCA;0;13;0;0;13
2023;JUNIO;CALLAO;2;341;3;0;346
2023;JUNIO;CUSCO;0;10;3;0;13
2023;JUNIO;HUANCAVELICA;0;10;1;0;11
2023;JUNIO;HUANUCO;0;3;1;0;4
2023;JUNIO;ICA;0;18;1;0;19
2023;JUNIO;JUNIN;2;63;2;0;67
2023;JUNIO;LA LIBERTAD;5;10;10;0;25
2023;JUNIO;LAMBAYEQUE;0;6;0;0;6
2023;JUNIO;LIMA;15;2,293;22;28;2358
2023;JUNIO;LORETO;0;5;0;1;6
2023;JUNIO;MOQUEGUA;0;28;0;0;28
2023;JUNIO;PASCO;2;43;3;0;48
2023;JUNIO;PIURA;1;36;0;1;38
2023;JUNIO;PUNO;1;1;0;0;2
2023;JUNIO;SAN MARTIN;0;0;1;0;1
2023;JUNIO;TACNA;0;23;1;0;24
2023;JUNIO;TUMBES;0;5;0;0;5
2023;JUNIO;UCAYALI;0;1;0;0;1
2023;JULIO; ANCASH ;1;138;2;0;141
2023;JULIO; APURIMAC ;0;5;0;0;5
2023;JULIO; AREQUIPA ;1;316;4;0;321
2023;JULIO; AYACUCHO ;0;6;0;0;6
2023;JULIO; CAJAMARCA ;0;25;2;0;27
2023;JULIO; CALLAO ;1;503;16;0;520
2023;JULIO; CUSCO ;3;16;4;0;23
2023;JULIO; HUANCAVELICA ;3;7;0;0;10
2023;JULIO; HUANUCO ;0;6;2;0;8
2023;JULIO; ICA ;1;51;2;0;54
2023;JULIO; JUNIN ;4;30;0;0;34
2023;JULIO; LA LIBERTAD ;3;25;10;0;38
2023;JULIO; LAMBAYEQUE ;1;289;0;0;290
2023;JULIO; LIMA ;3;4,318;26;27;4374
2023;JULIO; LORETO ;0;31;0;0;31
2023;JULIO; MADRE DE DIOS ;1;0;0;0;1
2023;JULIO; MOQUEGUA ;0;26;2;18;46
2023;JULIO; PASCO ;0;45;0;0;45
2023;JULIO; PIURA ;0;35;2;0;37
2023;JULIO; PUNO ;2;0;0;0;2
2023;JULIO; TACNA ;0;43;4;0;47
2023;JULIO; TUMBES ;0;2;0;0;2
2023;AGOSTO; AMAZONAS ;1;0;0;0;1
2023;AGOSTO; ANCASH ;5;80;2;0;87
2023;AGOSTO; APURIMAC ;0;7;0;0;7
2023;AGOSTO; AREQUIPA ;4;330;2;0;336
2023;AGOSTO; AYACUCHO ;0;5;1;0;6
2023;AGOSTO; CAJAMARCA ;1;24;2;0;27
2023;AGOSTO; CALLAO ;2;256;4;0;262
2023;AGOSTO; CUSCO ;1;15;0;0;16
2023;AGOSTO; HUANCAVELICA ;0;17;0;0;17
2023;AGOSTO; HUANUCO ;0;1;1;0;2
2023;AGOSTO; ICA ;1;20;2;0;23
2023;AGOSTO; JUNIN ;3;21;3;0;27
2023;AGOSTO; LA LIBERTAD ;1;17;4;0;22
2023;AGOSTO; LAMBAYEQUE ;2;41;0;0;43
2023;AGOSTO; LIMA ;8;2,006;17;10;2041
2023;AGOSTO; LORETO ;0;39;0;0;39
2023;AGOSTO; MOQUEGUA ;1;31;0;0;32
2023;AGOSTO; PASCO ;0;27;2;0;29
2023;AGOSTO; PIURA ;2;6;1;0;9
2023;AGOSTO; PUNO ;0;10;0;0;10
2023;AGOSTO; SAN MARTIN ;1;0;1;0;2
2023;AGOSTO; TACNA ;0;16;3;0;19
2023;AGOSTO; TUMBES ;0;6;0;0;6
2023;AGOSTO; UCAYALI ;0;2;0;0;2
2023;SETIEMBRE; ANCASH ;1;92;5;0;98
2023;SETIEMBRE; APURIMAC ;0;20;0;0;20
2023;SETIEMBRE; AREQUIPA ;3;240;3;0;246
2023;SETIEMBRE; AYACUCHO ;0;5;0;0;5
2023;SETIEMBRE; CAJAMARCA ;0;15;0;0;15
2023;SETIEMBRE; CALLAO ;1;246;2;0;249
2023;SETIEMBRE; CUSCO ;1;17;1;0;19
2023;SETIEMBRE; HUANCAVELICA ;0;21;1;0;22
2023;SETIEMBRE; HUANUCO ;0;40;3;0;43
2023;SETIEMBRE; ICA ;0;13;2;0;15
2023;SETIEMBRE; JUNIN ;2;39;2;0;43
2023;SETIEMBRE; LA LIBERTAD ;0;17;3;0;20
2023;SETIEMBRE; LAMBAYEQUE ;0;50;0;0;50
2023;SETIEMBRE; LIMA ;16;1,931;16;20;1983
2023;SETIEMBRE; LORETO ;4;57;2;0;63
2023;SETIEMBRE; MADRE DE DIOS ;0;0;1;0;1
2023;SETIEMBRE; MOQUEGUA ;0;17;0;24;41
2023;SETIEMBRE; PASCO ;1;41;0;0;42
2023;SETIEMBRE; PIURA ;2;9;0;0;11
2023;SETIEMBRE; PUNO ;0;22;1;0;23
2023;SETIEMBRE; TACNA ;0;25;1;0;26
2023;SETIEMBRE; TUMBES ;0;6;0;0;6
2023;SETIEMBRE; UCAYALI ;0;41;1;0;42
2023;OCTUBRE; ANCASH ;3;166;4;0;173
2023;OCTUBRE; APURIMAC ;1;9;1;0;11
2023;OCTUBRE; AREQUIPA ;3;276;6;0;285
2023;OCTUBRE; AYACUCHO ;0;2;0;0;2
2023;OCTUBRE; CAJAMARCA ;2;8;1;0;11
2023;OCTUBRE; CALLAO ;0;244;3;0;247
2023;OCTUBRE; CUSCO ;1;14;4;0;19
2023;OCTUBRE; HUANCAVELICA ;0;17;1;0;18
2023;OCTUBRE; HUANUCO ;0;19;1;0;20
2023;OCTUBRE; ICA ;0;31;1;0;32
2023;OCTUBRE; JUNIN ;0;27;1;0;28
2023;OCTUBRE; LA LIBERTAD ;0;15;0;0;15
2023;OCTUBRE; LAMBAYEQUE ;0;42;2;0;44
2023;OCTUBRE; LIMA ;6;2,202;23;19;2250
2023;OCTUBRE; LORETO ;0;22;0;9;31
2023;OCTUBRE; MOQUEGUA ;1;44;4;0;49
2023;OCTUBRE; PASCO ;0;37;0;0;37
2023;OCTUBRE; PIURA ;1;28;2;0;31
2023;OCTUBRE; PUNO ;0;9;0;0;9
2023;OCTUBRE; TACNA ;0;16;3;0;19
2023;OCTUBRE; TUMBES ;0;3;0;0;3
2023;OCTUBRE; UCAYALI ;0;14;0;0;14
2023;NOVIEMBRE; ANCASH ;1;94;6;0;101
2023;NOVIEMBRE; APURIMAC ;0;5;1;0;6
2023;NOVIEMBRE; AREQUIPA ;8;225;0;0;233
2023;NOVIEMBRE; CAJAMARCA ;1;9;1;0;11
2023;NOVIEMBRE; CALLAO ;1;259;3;0;263
2023;NOVIEMBRE; CUSCO ;0;37;4;0;41
2023;NOVIEMBRE; HUANCAVELICA ;0;8;0;0;8
2023;NOVIEMBRE; HUANUCO ;0;2;3;0;5
2023;NOVIEMBRE; ICA ;0;17;1;0;18
2023;NOVIEMBRE; JUNIN ;1;50;1;0;52
2023;NOVIEMBRE; LA LIBERTAD ;0;19;3;0;22
2023;NOVIEMBRE; LAMBAYEQUE ;1;47;0;1;49
2023;NOVIEMBRE; LIMA ;25;2,376;19;6;2426
2023;NOVIEMBRE; LORETO ;1;39;0;0;40
2023;NOVIEMBRE; MOQUEGUA ;0;22;2;3;27
2023;NOVIEMBRE; PASCO ;0;21;0;0;21
2023;NOVIEMBRE; PIURA ;0;21;2;0;23
2023;NOVIEMBRE; PUNO ;0;6;1;0;7
2023;NOVIEMBRE; SAN MARTIN ;0;0;1;0;1
2023;NOVIEMBRE; TACNA ;2;24;2;0;28
2023;NOVIEMBRE; TUMBES ;0;2;0;0;2
2023;NOVIEMBRE; UCAYALI ;0;5;0;0;5
2023;DICIEMBRE;  AMAZONAS  ;0;1;0;0;1
2023;DICIEMBRE;  ANCASH  ;3;72;2;0;77
2023;DICIEMBRE;  APURIMAC  ;0;15;0;0;15
2023;DICIEMBRE;  AREQUIPA  ;15;178;2;0;195
2023;DICIEMBRE;  AYACUCHO  ;1;2;0;0;3
2023;DICIEMBRE;  CAJAMARCA  ;0;12;0;0;12
2023;DICIEMBRE;  CALLAO  ;1;163;5;0;169
2023;DICIEMBRE;  CUSCO  ;1;12;1;0;14
2023;DICIEMBRE;  HUANCAVELICA  ;1;3;0;0;4
2023;DICIEMBRE;  ICA  ;1;37;2;0;40
2023;DICIEMBRE;  JUNIN  ;2;21;0;0;23
2023;DICIEMBRE;  LA LIBERTAD  ;8;19;5;0;32
2023;DICIEMBRE;  LAMBAYEQUE  ;0;117;0;0;117
2023;DICIEMBRE;  LIMA  ;25;1844;11;16;1896
2023;DICIEMBRE;  LORETO  ;1;23;0;0;24
2023;DICIEMBRE;  MOQUEGUA  ;0;53;0;2;55
2023;DICIEMBRE;  PASCO  ;0;35;1;0;36
2023;DICIEMBRE;  PIURA  ;0;2;1;0;3
2023;DICIEMBRE;  PUNO  ;1;7;1;0;9
2023;DICIEMBRE;  TACNA  ;0;5;1;0;6
2023;DICIEMBRE;  TUMBES  ;0;2;0;0;2
2023;DICIEMBRE;  UCAYALI  ;0;11;0;0;11
